repo,commit,date,dependency,old_version,new_version,file,usage_changed,usage_details,syntactic_break,syntactic_details,semantic_change,semantic_details,commit_message,response_type
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},SeleniumConfig.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},SeleniumConfig.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},SeleniumConfig.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},SeleniumConfig.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},SeleniumConfig.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},SeleniumConfig.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},BaeldungAbout.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},BaeldungAboutPage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},BaeldungHomePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},StartHerePage.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},SeleniumJavaScriptClickLiveTest.java,True,"Removed: set(), Added: {'cssSelector', 'getAbsolutePath', 'presenceOfAllElementsLocatedBy'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},SeleniumCookiesJUnitLiveTest.java,True,"Removed: set(), Added: {'findFile', 'exists'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},SeleniumWithJUnitLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},SeleniumPageObjectLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},SeleniumWithTestNGLiveTest.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,51f1fc9b1e07d5bd342b583b750b66bcabf13838,2020-07-23 16:17:04+03:00,org.slf4j:slf4j-api,1.7.5,${sl4j.version},CifarDataSetService.java,False,None,False,None,True,Logic changed,CNN example with Deeplearning4j in Java: refactor,Refactoring
repos\tutorials,51f1fc9b1e07d5bd342b583b750b66bcabf13838,2020-07-23 16:17:04+03:00,org.slf4j:slf4j-log4j12,1.7.5,${sl4j.version},CifarDataSetService.java,False,None,False,None,True,Logic changed,CNN example with Deeplearning4j in Java: refactor,Refactoring
repos\tutorials,51f1fc9b1e07d5bd342b583b750b66bcabf13838,2020-07-23 16:17:04+03:00,org.slf4j:slf4j-api,1.7.5,${sl4j.version},CnnExample.java,False,None,False,None,True,Logic changed,CNN example with Deeplearning4j in Java: refactor,Refactoring
repos\tutorials,51f1fc9b1e07d5bd342b583b750b66bcabf13838,2020-07-23 16:17:04+03:00,org.slf4j:slf4j-log4j12,1.7.5,${sl4j.version},CnnExample.java,False,None,False,None,True,Logic changed,CNN example with Deeplearning4j in Java: refactor,Refactoring
repos\tutorials,51f1fc9b1e07d5bd342b583b750b66bcabf13838,2020-07-23 16:17:04+03:00,org.slf4j:slf4j-api,1.7.5,${sl4j.version},CnnModel.java,True,"Removed: {'format'}, Added: set()",False,None,True,Logic changed,CNN example with Deeplearning4j in Java: refactor,Refactoring
