repo,commit,date,dependency,old_version,new_version,file,usage_changed,usage_details,syntactic_break,syntactic_details,semantic_change,semantic_details,commit_message,response_type
repos\tutorials,4d4328da8be9760011c6d784b7576bc57d81089a,2019-12-22 18:50:33+05:30,org.springframework.boot:spring-boot-dependencies,2.2.0.M4,2.2.2.RELEASE,PlayerRepository.java,False,None,False,None,True,Logic changed,BAEL-19376 Do we have any Spring Milestone/RC repos defined?,Bug Fix
repos\tutorials,4d4328da8be9760011c6d784b7576bc57d81089a,2019-12-22 18:50:33+05:30,org.springframework.boot:spring-boot-dependencies,2.2.0.M4,2.2.2.RELEASE,R2dbcApplicationIntegrationTest.java,True,"Removed: {'sql'}, Added: set()",False,None,True,Logic changed,BAEL-19376 Do we have any Spring Milestone/RC repos defined?,Bug Fix
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.apache.derby:derby,10.14.2.0,${version.derby},ApiApplication.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,jakarta.platform:jakarta.jakartaee-web-api,8.0.0,${version.jakarta.jakartaee-web-api},ApiApplication.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.eclipse.microprofile:microprofile,3.0,${version.microprofile},ApiApplication.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.apache.cxf:cxf-rt-rs-client,3.3.4,${version.cxf-rt-rs-client},ApiApplication.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.glassfish:javax.json,1.1.4,${version.javax.json},ApiApplication.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.apache.derby:derby,10.14.2.0,${version.derby},AppServlet.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,jakarta.platform:jakarta.jakartaee-web-api,8.0.0,${version.jakarta.jakartaee-web-api},AppServlet.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.eclipse.microprofile:microprofile,3.0,${version.microprofile},AppServlet.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.apache.cxf:cxf-rt-rs-client,3.3.4,${version.cxf-rt-rs-client},AppServlet.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,6d517ce9fbb5332e6b3e0d3f83695173888da730,2020-01-17 15:55:22+02:00,org.glassfish:javax.json,1.1.4,${version.javax.json},AppServlet.java,False,None,False,None,True,Logic changed,"Open Liberty with Servlet, Rest, Consume rest using json-b, microprofile",Other
repos\tutorials,a1837550e83c26bbcf3ea754732404c2955ee8ef,2020-01-27 20:40:24+02:00,org.junit.platform:junit-platform-launcher,${junit-platform.version},1.6.0,MongoDBConfiguration.java,False,None,False,None,True,Logic changed,BAEL-3777: First setup,Other
repos\tutorials,a1837550e83c26bbcf3ea754732404c2955ee8ef,2020-01-27 20:40:24+02:00,org.junit.platform:junit-platform-launcher,${junit-platform.version},1.6.0,MongoDbOrderRepository.java,False,None,False,None,True,Logic changed,BAEL-3777: First setup,Other
repos\tutorials,a1837550e83c26bbcf3ea754732404c2955ee8ef,2020-01-27 20:40:24+02:00,org.junit.platform:junit-platform-launcher,${junit-platform.version},1.6.0,SpringDataMongoOrderRepository.java,False,None,False,None,True,Logic changed,BAEL-3777: First setup,Other
repos\tutorials,a1837550e83c26bbcf3ea754732404c2955ee8ef,2020-01-27 20:40:24+02:00,org.junit.platform:junit-platform-launcher,${junit-platform.version},1.6.0,MongoDbOrderRepositoryUnitTest.java,False,None,False,None,True,Logic changed,BAEL-3777: First setup,Other
repos\tutorials,10ae695227a31924180f496e59565b83250f315d,2020-02-22 16:19:02+02:00,org.apache.velocity:velocity-engine-core,2.0,2.2,TakesApp.java,False,None,False,None,True,Logic changed,Code changes,Other
repos\tutorials,10ae695227a31924180f496e59565b83250f315d,2020-02-22 16:19:02+02:00,org.apache.velocity:velocity-engine-core,2.0,2.2,TakesContact.java,False,None,False,None,True,Logic changed,Code changes,Other
repos\tutorials,10ae695227a31924180f496e59565b83250f315d,2020-02-22 16:19:02+02:00,org.apache.velocity:velocity-engine-core,2.0,2.2,TakesCreateUser.java,False,None,False,None,True,Logic changed,Code changes,Other
repos\tutorials,10ae695227a31924180f496e59565b83250f315d,2020-02-22 16:19:02+02:00,org.apache.velocity:velocity-engine-core,2.0,2.2,TakesHelloWorld.java,False,None,False,None,True,Logic changed,Code changes,Other
repos\tutorials,10ae695227a31924180f496e59565b83250f315d,2020-02-22 16:19:02+02:00,org.apache.velocity:velocity-engine-core,2.0,2.2,TakesIndex.java,False,None,False,None,True,Logic changed,Code changes,Other
repos\tutorials,10ae695227a31924180f496e59565b83250f315d,2020-02-22 16:19:02+02:00,org.apache.velocity:velocity-engine-core,2.0,2.2,TakesReadUser.java,False,None,False,None,True,Logic changed,Code changes,Other
repos\tutorials,a099b358a77ac4328449da263acabbc8728b3ae2,2020-02-22 19:58:19+02:00,org.takes:takes,1.19,${takes.version},TakesApp.java,True,"Removed: {'getConnection', 'setJdbcUrl', 'setPassword', 'dbConnection', 'setUsername'}, Added: set()",True,Removed methods: {'dbConnection'},True,Logic changed,Takes - unit and integration test,Testing
repos\tutorials,a099b358a77ac4328449da263acabbc8728b3ae2,2020-02-22 19:58:19+02:00,org.apache.velocity:velocity-engine-core,2.2,${velocity-engine-core.version},TakesApp.java,True,"Removed: {'getConnection', 'setJdbcUrl', 'setPassword', 'dbConnection', 'setUsername'}, Added: set()",True,Removed methods: {'dbConnection'},True,Logic changed,Takes - unit and integration test,Testing
repos\tutorials,a099b358a77ac4328449da263acabbc8728b3ae2,2020-02-22 19:58:19+02:00,org.takes:takes,1.19,${takes.version},TakesContact.java,False,None,False,None,True,Logic changed,Takes - unit and integration test,Testing
repos\tutorials,a099b358a77ac4328449da263acabbc8728b3ae2,2020-02-22 19:58:19+02:00,org.apache.velocity:velocity-engine-core,2.2,${velocity-engine-core.version},TakesContact.java,False,None,False,None,True,Logic changed,Takes - unit and integration test,Testing
repos\tutorials,a099b358a77ac4328449da263acabbc8728b3ae2,2020-02-22 19:58:19+02:00,org.takes:takes,1.19,${takes.version},TakesIndex.java,True,"Removed: set(), Added: {'single'}",False,None,True,Logic changed,Takes - unit and integration test,Testing
repos\tutorials,a099b358a77ac4328449da263acabbc8728b3ae2,2020-02-22 19:58:19+02:00,org.apache.velocity:velocity-engine-core,2.2,${velocity-engine-core.version},TakesIndex.java,True,"Removed: set(), Added: {'single'}",False,None,True,Logic changed,Takes - unit and integration test,Testing
repos\tutorials,a2488e4943f5eb219c7b42ee26ff11f4d7b51b10,2020-03-09 16:18:44+00:00,org.springdoc:springdoc-openapi-ui,1.1.49,${springdoc.version},BookController.java,False,None,False,None,True,Logic changed,Bael 3653: Adding Pageable Support (#8766),Dependency Update
repos\tutorials,a2488e4943f5eb219c7b42ee26ff11f4d7b51b10,2020-03-09 16:18:44+00:00,org.springdoc:springdoc-openapi-ui,1.1.49,${springdoc.version},BookRepository.java,True,"Removed: set(), Added: {'stream', 'getPageNumber', 'toList', 'limit', 'skip', 'size', 'collect', 'getPageSize'}",False,None,True,Logic changed,Bael 3653: Adding Pageable Support (#8766),Dependency Update
repos\tutorials,a65c5bf202c3326514e7d6c1408bd9e445c06fd9,2020-03-31 17:57:05+02:00,com.h2database:h2,1.4.197,${h2.version},OldSchoolDbUnitTest.java,True,"Removed: set(), Added: {'isEqualTo', 'assertThat', 'build'}",False,None,True,Logic changed,[BAEL-2749] Introduces Assertj and uses builder pattern,Build/CI
repos\tutorials,a65c5bf202c3326514e7d6c1408bd9e445c06fd9,2020-03-31 17:57:05+02:00,com.h2database:h2,1.4.197,${h2.version},PrepAndExpectedDbUnitTest.java,True,"Removed: {'assertEquals', 'assertTrue'}, Added: {'isTrue', 'assertThat', 'isEqualTo'}",False,None,True,Logic changed,[BAEL-2749] Introduces Assertj and uses builder pattern,Build/CI
repos\tutorials,0b1c5e01a5108350a493a06e07d2779a0b9e3f60,2020-03-31 20:18:11+02:00,org.assertj:assertj-core,${assertj.version},${assertj-core.version},DataSourceDBUnitTest.java,True,"Removed: set(), Added: {'error', 'getLogger'}",False,None,True,Logic changed,[BAEL-2749] Improves code and makes a copy in libraries-testing,Testing
repos\tutorials,0b1c5e01a5108350a493a06e07d2779a0b9e3f60,2020-03-31 20:18:11+02:00,org.assertj:assertj-core,${assertj.version},${assertj-core.version},DbUnitTest.java,False,None,False,None,True,Logic changed,[BAEL-2749] Improves code and makes a copy in libraries-testing,Testing
repos\tutorials,0b1c5e01a5108350a493a06e07d2779a0b9e3f60,2020-03-31 20:18:11+02:00,org.assertj:assertj-core,${assertj.version},${assertj-core.version},OldSchoolDbUnitTest.java,False,None,False,None,True,Logic changed,[BAEL-2749] Improves code and makes a copy in libraries-testing,Testing
repos\tutorials,0b1c5e01a5108350a493a06e07d2779a0b9e3f60,2020-03-31 20:18:11+02:00,org.assertj:assertj-core,${assertj.version},${assertj-core.version},PrepAndExpectedDbUnitTest.java,False,None,False,None,True,Logic changed,[BAEL-2749] Improves code and makes a copy in libraries-testing,Testing
repos\tutorials,62842f97cf2c1e1ce1ba94c5505d769acb0632a6,2020-04-23 13:10:29+05:30,org.springframework.data:spring-data-releasetrain,Hopper-SR10,Lovelace-SR16,DynamoDBConfig.java,False,None,True,Removed methods: {'mvcHandlerMappingIntrospector'},True,Logic changed,JAVA-923: Migrate spring-data-dynamodb to parent-boot-2,Migration
repos\tutorials,62842f97cf2c1e1ce1ba94c5505d769acb0632a6,2020-04-23 13:10:29+05:30,org.springframework.data:spring-data-releasetrain,Hopper-SR10,Lovelace-SR16,ProductInfoRepository.java,False,None,False,None,True,Logic changed,JAVA-923: Migrate spring-data-dynamodb to parent-boot-2,Migration
repos\tutorials,6f9e27dc5957a4a30549b8828d619ccda813e365,2020-05-19 19:24:29-04:00,org.locationtech.jts:jts-core,1.16.1,1.15.0,SpringContextManualTest.java,False,None,False,None,True,Logic changed,fixed most tests,Bug Fix
repos\tutorials,6f9e27dc5957a4a30549b8828d619ccda813e365,2020-05-19 19:24:29-04:00,org.locationtech.jts:jts-core,1.16.1,1.15.0,ElasticSearchManualTest.java,True,"Removed: {'type', 'size', 'explain'}, Added: {'println', 'get', 'flatMap', 'getVersion', 'of'}",False,None,True,Logic changed,fixed most tests,Bug Fix
repos\tutorials,6f9e27dc5957a4a30549b8828d619ccda813e365,2020-05-19 19:24:29-04:00,org.locationtech.jts:jts-core,1.16.1,1.15.0,GeoQueriesManualTest.java,True,"Removed: {'setQuery', 'prepareRefresh', 'execute', 'actionGet', 'get', 'setTypes', 'prepareIndex', 'prepareSearch', 'deleteIndex', 'admin', 'setSource'}, Added: {'relation', 'delete', 'refresh', 'query', 'search', 'buildGeometry', 'index', 'source'}",False,None,True,Logic changed,fixed most tests,Bug Fix
repos\tutorials,6f9e27dc5957a4a30549b8828d619ccda813e365,2020-05-19 19:24:29-04:00,org.locationtech.jts:jts-core,1.16.1,1.15.0,ElasticSearchManualTest.java,True,"Removed: {'deleteIndex', 'size', 'createIndex', 'queryForList'}, Added: {'getTotalHits', 'create', 'getSearchHit', 'search', 'indexOps', 'getContent'}",False,None,True,Logic changed,fixed most tests,Bug Fix
repos\tutorials,6f9e27dc5957a4a30549b8828d619ccda813e365,2020-05-19 19:24:29-04:00,org.locationtech.jts:jts-core,1.16.1,1.15.0,ElasticSearchQueryManualTest.java,True,"Removed: {'queryForList', 'putMapping', 'size', 'createIndex', 'deleteIndex', 'types'}, Added: {'delete', 'getTotalHits', 'createMapping', 'create', 'getSearchHit', 'indexOps', 'of', 'getContent'}",False,None,True,Logic changed,fixed most tests,Bug Fix
repos\tutorials,3fc4ed23a46468dd0c9d257c4f4356f0a1347b49,2020-05-19 19:44:42-04:00,org.locationtech.jts:jts-core,1.15.0,${jts.version},SpringContextManualTest.java,False,None,False,None,True,Logic changed,upgrade to 4.0.0.RELEASE,Dependency Update
repos\tutorials,3fc4ed23a46468dd0c9d257c4f4356f0a1347b49,2020-05-19 19:44:42-04:00,org.locationtech.jts:jts-core,1.15.0,${jts.version},ElasticSearchManualTest.java,False,None,False,None,True,Logic changed,upgrade to 4.0.0.RELEASE,Dependency Update
repos\tutorials,3fc4ed23a46468dd0c9d257c4f4356f0a1347b49,2020-05-19 19:44:42-04:00,org.locationtech.jts:jts-core,1.15.0,${jts.version},GeoQueriesManualTest.java,False,None,False,None,True,Logic changed,upgrade to 4.0.0.RELEASE,Dependency Update
repos\tutorials,3fc4ed23a46468dd0c9d257c4f4356f0a1347b49,2020-05-19 19:44:42-04:00,org.locationtech.jts:jts-core,1.15.0,${jts.version},ElasticSearchManualTest.java,False,None,False,None,True,Logic changed,upgrade to 4.0.0.RELEASE,Dependency Update
repos\tutorials,3fc4ed23a46468dd0c9d257c4f4356f0a1347b49,2020-05-19 19:44:42-04:00,org.locationtech.jts:jts-core,1.15.0,${jts.version},ElasticSearchQueryManualTest.java,False,None,False,None,True,Logic changed,upgrade to 4.0.0.RELEASE,Dependency Update
repos\tutorials,11d0ab1b4984095d52a379c16aad81d19af2a7fe,2020-05-26 12:59:40+03:00,org.json:json,20190722,20200518,JavaBufferedReaderToJSONObjectUnitTest.java,False,None,True,"Removed methods: {'givenUsingOldVersion_whenConvertBufferedReaderToJSONObject_thenCorrect', 'givenUsingNewVersion_whenConvertBufferedReaderToJSONObject_thenCorrect'}",True,Logic changed,BAEL-3067: Changed method name and added latest maven dependency of org.json,Dependency Update
repos\tutorials,15535cf0cfd99f2dc7b5b173d2f69893ef892ae9,2020-05-29 18:23:01-04:00,org.springframework:spring-mock,2.0.8,${org.springframework.spring-mock.version},ConvertMultipartFileExample.java,False,None,False,None,True,Logic changed,BAEL-4088: clean-up.,Other
repos\tutorials,15535cf0cfd99f2dc7b5b173d2f69893ef892ae9,2020-05-29 18:23:01-04:00,junit:junit,4.12,${junit.version},ConvertMultipartFileExample.java,False,None,False,None,True,Logic changed,BAEL-4088: clean-up.,Other
repos\tutorials,ee694afc51daba4cc90f05fda66b71d25a4252e7,2020-06-10 19:44:13+02:00,net.bytebuddy:byte-buddy,1.10.10,1.10.11,BookRepositoryCachingIntegrationTest.java,False,None,True,"Removed methods: {'givenCachedBookWhenFindByTitleThenRepositoryShouldNotBeHit', 'givenNotCachedBookWhenFindByTitleThenRepositoryShouldBeHit'}",True,Logic changed,[BAEL-3841] PR review updates,Dependency Update
repos\tutorials,ee694afc51daba4cc90f05fda66b71d25a4252e7,2020-06-10 19:44:13+02:00,net.bytebuddy:byte-buddy,1.10.10,1.10.11,BookRepositoryIntegrationTest.java,False,None,True,"Removed methods: {'givenBookThatShouldNotBeCachedWhenFindByTitleThenResultShouldNotBePutInCache', 'givenBookThatShouldBeCachedWhenFindByTitleThenResultShouldBePutInCache'}",True,Logic changed,[BAEL-3841] PR review updates,Dependency Update
repos\tutorials,68d0783c374be09b1146464ecf787c5d2fdf9de6,2020-06-28 06:57:16+02:00,redis.clients:jedis,${redisson.version},${jedis.version},CustomMessage.java,False,None,False,None,True,Logic changed,BAEL-4325: Upgrade reddison to 3.13.1 (#9588),Dependency Update
repos\tutorials,68d0783c374be09b1146464ecf787c5d2fdf9de6,2020-06-28 06:57:16+02:00,redis.clients:jedis,${redisson.version},${jedis.version},Ledger.java,False,None,False,None,True,Logic changed,BAEL-4325: Upgrade reddison to 3.13.1 (#9588),Dependency Update
repos\tutorials,68d0783c374be09b1146464ecf787c5d2fdf9de6,2020-06-28 06:57:16+02:00,redis.clients:jedis,${redisson.version},${jedis.version},RedissonConfigurationIntegrationTest.java,False,None,False,None,True,Logic changed,BAEL-4325: Upgrade reddison to 3.13.1 (#9588),Dependency Update
repos\tutorials,68d0783c374be09b1146464ecf787c5d2fdf9de6,2020-06-28 06:57:16+02:00,redis.clients:jedis,${redisson.version},${jedis.version},RedissonIntegrationTest.java,True,"Removed: set(), Added: {'getResponses', 'setAddress'}",False,None,True,Logic changed,BAEL-4325: Upgrade reddison to 3.13.1 (#9588),Dependency Update
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},GraphImageGenerationUnitTest.java,True,"Removed: set(), Added: {'deleteOnExit'}",False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},Play2048.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},DutchNationalFlagPartioning.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.activemq:activemq-core,5.7.0,${activemq-core.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.derby:derby,10.8.1.2,${derby.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,junit:junit,4.12,${junit.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.transaction:jta,1.1,${jta.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec,1.0,${geronimo.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.validation:validation-api,2.0.1.Final,${validation-api.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.hibernate.validator:hibernate-validator,6.1.2.Final,${hibernate-validator.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,javax.el:javax.el-api,3.0.0,${javax.el-api.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.glassfish.web:javax.el,2.2.4,${javax.el.version},User.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
repos\tutorials,7ab2f437eed3854c0715e653173d8321645e3b57,2020-07-07 14:18:10+03:00,org.springframework.data:spring-data-jpa,1.11.23.RELEASE,${spring-data-jpa.version},Password.java,False,None,False,None,True,Logic changed,"Revert ""BAEL-4134""",Other
